,,,,,,,HD01,SUBHD02010101,SUBHD02010102,SUBHD02010103,SUBHD020102,SUBHD020201,SUBHD020202,SUBHD020203
,,,,,,,Total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population
,,,,,,,,In households,In households,In households,In households,In group quarters,In group quarters,In group quarters
GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,,Family households,Family households,Family households,Nonfamily households [3],Total,Institutionalized population,Noninstitutionalized population
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,,Total,In families [1],Nonrelatives [2],,,,
0400000US06,06,California,8710000US0695962,0695962,"California - ZCTA5 95962, California","ZCTA5 95962, California",1567,78.7,76.1,2.6,21.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0695963,0695963,"California - ZCTA5 95963, California","ZCTA5 95963, California",15493,88.1,85.1,2.9,11.8,0.1,0.0,0.1
0400000US06,06,California,8710000US0695965,0695965,"California - ZCTA5 95965, California","ZCTA5 95965, California",20384,81.0,76.6,4.4,15.3,3.7,3.2,0.5
0400000US06,06,California,8710000US0695966,0695966,"California - ZCTA5 95966, California","ZCTA5 95966, California",30643,82.5,78.7,3.8,16.3,1.2,0.7,0.5
0400000US06,06,California,8710000US0695968,0695968,"California - ZCTA5 95968, California","ZCTA5 95968, California",1412,87.2,82.9,4.2,12.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0695969,0695969,"California - ZCTA5 95969, California","ZCTA5 95969, California",27549,76.6,73.8,2.8,21.9,1.5,1.0,0.5
0400000US06,06,California,8710000US0695970,0695970,"California - ZCTA5 95970, California","ZCTA5 95970, California",530,85.1,82.8,2.3,14.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0695971,0695971,"California - ZCTA5 95971, California","ZCTA5 95971, California",5970,73.5,70.6,2.9,22.5,4.0,1.6,2.4
0400000US06,06,California,8710000US0695973,0695973,"California - ZCTA5 95973, California","ZCTA5 95973, California",31957,79.7,77.3,2.4,19.1,1.2,0.0,1.1
0400000US06,06,California,8710000US0695974,0695974,"California - ZCTA5 95974, California","ZCTA5 95974, California",8,75.0,75.0,0.0,25.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0695975,0695975,"California - ZCTA5 95975, California","ZCTA5 95975, California",1769,81.3,78.8,2.5,18.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0695977,0695977,"California - ZCTA5 95977, California","ZCTA5 95977, California",1678,86.5,83.1,3.3,13.3,0.2,0.0,0.2
0400000US06,06,California,8710000US0695978,0695978,"California - ZCTA5 95978, California","ZCTA5 95978, California",143,83.9,76.2,7.7,16.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0695979,0695979,"California - ZCTA5 95979, California","ZCTA5 95979, California",597,71.2,68.8,2.3,19.9,8.9,8.9,0.0
0400000US06,06,California,8710000US0695981,0695981,"California - ZCTA5 95981, California","ZCTA5 95981, California",97,75.3,73.2,2.1,24.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0695982,0695982,"California - ZCTA5 95982, California","ZCTA5 95982, California",3221,89.8,87.2,2.6,9.9,0.3,0.2,0.1
0400000US06,06,California,8710000US0695983,0695983,"California - ZCTA5 95983, California","ZCTA5 95983, California",428,76.4,73.6,2.8,23.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0695984,0695984,"California - ZCTA5 95984, California","ZCTA5 95984, California",120,75.0,73.3,1.7,25.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0695986,0695986,"California - ZCTA5 95986, California","ZCTA5 95986, California",162,48.1,43.2,4.9,42.0,9.9,0.0,9.9
0400000US06,06,California,8710000US0695987,0695987,"California - ZCTA5 95987, California","ZCTA5 95987, California",5992,91.2,88.5,2.7,7.0,1.8,1.4,0.4
0400000US06,06,California,8710000US0695988,0695988,"California - ZCTA5 95988, California","ZCTA5 95988, California",8857,84.6,81.3,3.3,13.3,2.1,1.9,0.2
0400000US06,06,California,8710000US0695991,0695991,"California - ZCTA5 95991, California","ZCTA5 95991, California",40593,85.8,81.9,3.9,13.4,0.8,0.6,0.2
0400000US06,06,California,8710000US0695993,0695993,"California - ZCTA5 95993, California","ZCTA5 95993, California",36067,90.1,87.8,2.4,9.1,0.7,0.5,0.2
0400000US06,06,California,8710000US0696001,0696001,"California - ZCTA5 96001, California","ZCTA5 96001, California",33865,78.8,75.7,3.1,18.8,2.4,1.4,1.0
0400000US06,06,California,8710000US0696002,0696002,"California - ZCTA5 96002, California","ZCTA5 96002, California",33298,82.4,78.5,3.9,16.0,1.6,1.0,0.6
0400000US06,06,California,8710000US0696003,0696003,"California - ZCTA5 96003, California","ZCTA5 96003, California",44461,77.7,74.6,3.2,20.1,2.2,0.5,1.7
0400000US06,06,California,8710000US0696006,0696006,"California - ZCTA5 96006, California","ZCTA5 96006, California",557,80.6,78.6,2.0,18.9,0.5,0.0,0.5
0400000US06,06,California,8710000US0696007,0696007,"California - ZCTA5 96007, California","ZCTA5 96007, California",22841,84.0,80.1,3.9,15.7,0.2,0.0,0.2
0400000US06,06,California,8710000US0696008,0696008,"California - ZCTA5 96008, California","ZCTA5 96008, California",1231,87.2,84.9,2.4,12.5,0.2,0.0,0.2
0400000US06,06,California,8710000US0696009,0696009,"California - ZCTA5 96009, California","ZCTA5 96009, California",569,86.1,82.8,3.3,13.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0696010,0696010,"California - ZCTA5 96010, California","ZCTA5 96010, California",239,80.3,77.4,2.9,18.0,1.7,0.0,1.7
0400000US06,06,California,8710000US0696011,0696011,"California - ZCTA5 96011, California","ZCTA5 96011, California",218,63.3,58.3,5.0,36.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0696013,0696013,"California - ZCTA5 96013, California","ZCTA5 96013, California",4212,80.3,77.3,3.1,15.7,3.9,1.1,2.8
0400000US06,06,California,8710000US0696014,0696014,"California - ZCTA5 96014, California","ZCTA5 96014, California",211,80.1,76.3,3.8,19.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0696015,0696015,"California - ZCTA5 96015, California","ZCTA5 96015, California",465,55.9,51.2,4.7,9.5,34.6,6.0,28.6
0400000US06,06,California,8710000US0696016,0696016,"California - ZCTA5 96016, California","ZCTA5 96016, California",366,87.2,86.3,0.8,12.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0696017,0696017,"California - ZCTA5 96017, California","ZCTA5 96017, California",171,74.3,72.5,1.8,25.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0696019,0696019,"California - ZCTA5 96019, California","ZCTA5 96019, California",10082,83.8,79.3,4.5,16.1,0.2,0.0,0.2
0400000US06,06,California,8710000US0696020,0696020,"California - ZCTA5 96020, California","ZCTA5 96020, California",2416,80.1,77.9,2.2,19.3,0.5,0.5,0.0
0400000US06,06,California,8710000US0696021,0696021,"California - ZCTA5 96021, California","ZCTA5 96021, California",16097,87.4,83.5,3.9,12.4,0.2,0.0,0.2
0400000US06,06,California,8710000US0696022,0696022,"California - ZCTA5 96022, California","ZCTA5 96022, California",15768,88.5,85.4,3.1,11.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0696023,0696023,"California - ZCTA5 96023, California","ZCTA5 96023, California",1240,83.8,80.4,3.4,16.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0696024,0696024,"California - ZCTA5 96024, California","ZCTA5 96024, California",1145,77.4,74.4,3.0,18.8,3.8,0.0,3.8
0400000US06,06,California,8710000US0696025,0696025,"California - ZCTA5 96025, California","ZCTA5 96025, California",2310,72.0,68.2,3.8,27.1,0.9,0.0,0.9
0400000US06,06,California,8710000US0696027,0696027,"California - ZCTA5 96027, California","ZCTA5 96027, California",2227,82.7,80.9,1.8,16.0,1.3,0.0,1.3
0400000US06,06,California,8710000US0696028,0696028,"California - ZCTA5 96028, California","ZCTA5 96028, California",1464,82.9,80.9,2.0,14.5,2.6,2.0,0.6
0400000US06,06,California,8710000US0696029,0696029,"California - ZCTA5 96029, California","ZCTA5 96029, California",124,85.5,85.5,0.0,14.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0696031,0696031,"California - ZCTA5 96031, California","ZCTA5 96031, California",158,65.8,60.1,5.7,34.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0696032,0696032,"California - ZCTA5 96032, California","ZCTA5 96032, California",2407,77.6,74.8,2.7,17.1,5.4,5.4,0.0
0400000US06,06,California,8710000US0696033,0696033,"California - ZCTA5 96033, California","ZCTA5 96033, California",432,81.5,77.3,4.2,18.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0696034,0696034,"California - ZCTA5 96034, California","ZCTA5 96034, California",294,80.6,78.9,1.7,19.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0696035,0696035,"California - ZCTA5 96035, California","ZCTA5 96035, California",3324,87.8,84.6,3.2,12.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0696037,0696037,"California - ZCTA5 96037, California","ZCTA5 96037, California",308,84.4,83.1,1.3,15.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0696038,0696038,"California - ZCTA5 96038, California","ZCTA5 96038, California",589,78.6,76.6,2.0,21.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0696039,0696039,"California - ZCTA5 96039, California","ZCTA5 96039, California",1251,76.4,71.2,5.2,23.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0696040,0696040,"California - ZCTA5 96040, California","ZCTA5 96040, California",341,82.4,81.5,0.9,15.2,2.3,0.0,2.3
0400000US06,06,California,8710000US0696041,0696041,"California - ZCTA5 96041, California","ZCTA5 96041, California",2747,73.6,69.5,4.0,24.9,1.5,0.0,1.5
0400000US06,06,California,8710000US0696044,0696044,"California - ZCTA5 96044, California","ZCTA5 96044, California",1022,78.7,76.7,2.0,21.1,0.2,0.0,0.2
0400000US06,06,California,8710000US0696046,0696046,"California - ZCTA5 96046, California","ZCTA5 96046, California",304,64.5,59.9,4.6,35.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0696047,0696047,"California - ZCTA5 96047, California","ZCTA5 96047, California",1004,81.0,77.8,3.2,19.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0696048,0696048,"California - ZCTA5 96048, California","ZCTA5 96048, California",736,77.6,74.7,2.9,19.6,2.9,0.0,2.9
0400000US06,06,California,8710000US0696049,0696049,"California - ZCTA5 96049, California","ZCTA5 96049, California",95,69.5,68.4,1.1,30.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0696050,0696050,"California - ZCTA5 96050, California","ZCTA5 96050, California",414,69.6,66.7,2.9,30.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0696051,0696051,"California - ZCTA5 96051, California","ZCTA5 96051, California",1139,74.9,73.0,1.9,25.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0696052,0696052,"California - ZCTA5 96052, California","ZCTA5 96052, California",1460,70.7,68.5,2.2,22.3,7.0,7.0,0.0
0400000US06,06,California,8710000US0696054,0696054,"California - ZCTA5 96054, California","ZCTA5 96054, California",366,85.5,84.2,1.4,14.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0696055,0696055,"California - ZCTA5 96055, California","ZCTA5 96055, California",3935,82.9,79.7,3.2,16.3,0.8,0.0,0.8
0400000US06,06,California,8710000US0696056,0696056,"California - ZCTA5 96056, California","ZCTA5 96056, California",1642,85.2,83.0,2.2,14.4,0.4,0.0,0.4
0400000US06,06,California,8710000US0696057,0696057,"California - ZCTA5 96057, California","ZCTA5 96057, California",1355,76.2,74.5,1.8,23.6,0.1,0.0,0.1
0400000US06,06,California,8710000US0696058,0696058,"California - ZCTA5 96058, California","ZCTA5 96058, California",798,80.5,77.4,3.0,19.3,0.3,0.0,0.3
0400000US06,06,California,8710000US0696059,0696059,"California - ZCTA5 96059, California","ZCTA5 96059, California",688,80.2,77.9,2.3,17.4,2.3,0.0,2.3
0400000US06,06,California,8710000US0696061,0696061,"California - ZCTA5 96061, California","ZCTA5 96061, California",36,77.8,77.8,0.0,22.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0696062,0696062,"California - ZCTA5 96062, California","ZCTA5 96062, California",1105,90.8,88.7,2.1,9.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0696063,0696063,"California - ZCTA5 96063, California","ZCTA5 96063, California",125,74.4,74.4,0.0,25.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0696064,0696064,"California - ZCTA5 96064, California","ZCTA5 96064, California",4574,81.8,78.7,3.0,17.8,0.4,0.0,0.4
0400000US06,06,California,8710000US0696065,0696065,"California - ZCTA5 96065, California","ZCTA5 96065, California",357,80.4,75.6,4.8,16.2,3.4,3.4,0.0
0400000US06,06,California,8710000US0696067,0696067,"California - ZCTA5 96067, California","ZCTA5 96067, California",7165,75.3,73.1,2.2,23.9,0.9,0.4,0.4
0400000US06,06,California,8710000US0696068,0696068,"California - ZCTA5 96068, California","ZCTA5 96068, California",183,49.7,46.4,3.3,6.0,44.3,44.3,0.0
0400000US06,06,California,8710000US0696069,0696069,"California - ZCTA5 96069, California","ZCTA5 96069, California",982,82.9,80.7,2.2,15.6,1.5,1.0,0.5
0400000US06,06,California,8710000US0696071,0696071,"California - ZCTA5 96071, California","ZCTA5 96071, California",125,76.0,74.4,1.6,24.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0696073,0696073,"California - ZCTA5 96073, California","ZCTA5 96073, California",4082,91.3,89.2,2.1,8.3,0.4,0.2,0.2
0400000US06,06,California,8710000US0696074,0696074,"California - ZCTA5 96074, California","ZCTA5 96074, California",260,46.2,45.4,0.8,12.7,41.2,41.2,0.0
0400000US06,06,California,8710000US0696075,0696075,"California - ZCTA5 96075, California","ZCTA5 96075, California",369,57.5,56.1,1.4,19.0,23.6,23.6,0.0
0400000US06,06,California,8710000US0696076,0696076,"California - ZCTA5 96076, California","ZCTA5 96076, California",166,60.2,58.4,1.8,31.9,7.8,0.0,7.8
0400000US06,06,California,8710000US0696080,0696080,"California - ZCTA5 96080, California","ZCTA5 96080, California",28764,82.7,79.0,3.7,15.4,1.8,1.1,0.8
0400000US06,06,California,8710000US0696084,0696084,"California - ZCTA5 96084, California","ZCTA5 96084, California",625,76.8,73.8,3.0,23.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0696085,0696085,"California - ZCTA5 96085, California","ZCTA5 96085, California",85,63.5,63.5,0.0,36.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0696086,0696086,"California - ZCTA5 96086, California","ZCTA5 96086, California",338,83.7,79.3,4.4,16.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0696087,0696087,"California - ZCTA5 96087, California","ZCTA5 96087, California",600,86.2,82.3,3.8,13.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0696088,0696088,"California - ZCTA5 96088, California","ZCTA5 96088, California",4506,82.9,80.7,2.2,17.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0696090,0696090,"California - ZCTA5 96090, California","ZCTA5 96090, California",421,86.5,84.1,2.4,13.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0696091,0696091,"California - ZCTA5 96091, California","ZCTA5 96091, California",699,75.1,73.1,2.0,20.5,4.4,0.0,4.4
0400000US06,06,California,8710000US0696092,0696092,"California - ZCTA5 96092, California","ZCTA5 96092, California",496,84.3,82.1,2.2,8.9,6.9,0.0,6.9
0400000US06,06,California,8710000US0696093,0696093,"California - ZCTA5 96093, California","ZCTA5 96093, California",4133,76.4,72.7,3.7,20.4,3.1,1.6,1.5
0400000US06,06,California,8710000US0696094,0696094,"California - ZCTA5 96094, California","ZCTA5 96094, California",6630,80.6,78.1,2.5,17.2,2.2,0.7,1.5
0400000US06,06,California,8710000US0696096,0696096,"California - ZCTA5 96096, California","ZCTA5 96096, California",695,84.3,80.9,3.5,15.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0696097,0696097,"California - ZCTA5 96097, California","ZCTA5 96097, California",10031,78.1,75.1,3.0,21.4,0.5,0.1,0.3
0400000US06,06,California,8710000US0696101,0696101,"California - ZCTA5 96101, California","ZCTA5 96101, California",5490,78.0,75.4,2.6,18.9,3.0,3.0,0.0
0400000US06,06,California,8710000US0696103,0696103,"California - ZCTA5 96103, California","ZCTA5 96103, California",1725,79.4,78.3,1.2,20.5,0.1,0.0,0.1
0400000US06,06,California,8710000US0696104,0696104,"California - ZCTA5 96104, California","ZCTA5 96104, California",748,75.5,73.0,2.5,21.3,3.2,2.9,0.3
0400000US06,06,California,8710000US0696105,0696105,"California - ZCTA5 96105, California","ZCTA5 96105, California",527,81.2,78.7,2.5,18.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0696106,0696106,"California - ZCTA5 96106, California","ZCTA5 96106, California",479,81.6,81.4,0.2,18.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0696107,0696107,"California - ZCTA5 96107, California","ZCTA5 96107, California",1269,84.1,82.3,1.8,13.4,2.5,0.0,2.5
0400000US06,06,California,8710000US0696108,0696108,"California - ZCTA5 96108, California","ZCTA5 96108, California",122,82.0,77.0,4.9,18.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0696109,0696109,"California - ZCTA5 96109, California","ZCTA5 96109, California",2197,40.8,38.6,2.2,8.5,50.7,50.7,0.0
0400000US06,06,California,8710000US0696110,0696110,"California - ZCTA5 96110, California","ZCTA5 96110, California",166,74.7,74.1,0.6,25.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0696111,0696111,"California - ZCTA5 96111, California","ZCTA5 96111, California",160,73.1,71.9,1.3,26.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0696112,0696112,"California - ZCTA5 96112, California","ZCTA5 96112, California",214,77.1,75.2,1.9,22.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0696113,0696113,"California - ZCTA5 96113, California","ZCTA5 96113, California",1000,81.3,77.6,3.7,18.2,0.5,0.0,0.5
0400000US06,06,California,8710000US0696114,0696114,"California - ZCTA5 96114, California","ZCTA5 96114, California",3220,88.9,87.3,1.6,10.9,0.2,0.0,0.2
0400000US06,06,California,8710000US0696115,0696115,"California - ZCTA5 96115, California","ZCTA5 96115, California",145,77.9,76.6,1.4,22.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0696116,0696116,"California - ZCTA5 96116, California","ZCTA5 96116, California",233,81.5,79.0,2.6,17.6,0.9,0.0,0.9
0400000US06,06,California,8710000US0696117,0696117,"California - ZCTA5 96117, California","ZCTA5 96117, California",405,86.7,83.2,3.5,13.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0696118,0696118,"California - ZCTA5 96118, California","ZCTA5 96118, California",1627,82.8,79.8,3.0,15.3,1.9,1.9,0.0
0400000US06,06,California,8710000US0696119,0696119,"California - ZCTA5 96119, California","ZCTA5 96119, California",90,84.4,82.2,2.2,15.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0696120,0696120,"California - ZCTA5 96120, California","ZCTA5 96120, California",957,81.2,78.8,2.4,18.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0696121,0696121,"California - ZCTA5 96121, California","ZCTA5 96121, California",368,85.9,84.0,1.9,14.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0696122,0696122,"California - ZCTA5 96122, California","ZCTA5 96122, California",3883,81.0,78.1,2.9,18.4,0.6,0.6,0.0
0400000US06,06,California,8710000US0696123,0696123,"California - ZCTA5 96123, California","ZCTA5 96123, California",48,60.4,54.2,6.3,39.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0696124,0696124,"California - ZCTA5 96124, California","ZCTA5 96124, California",326,75.2,73.3,1.8,24.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0696125,0696125,"California - ZCTA5 96125, California","ZCTA5 96125, California",258,74.0,72.1,1.9,25.2,0.8,0.8,0.0
0400000US06,06,California,8710000US0696126,0696126,"California - ZCTA5 96126, California","ZCTA5 96126, California",215,77.2,74.9,2.3,22.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0696128,0696128,"California - ZCTA5 96128, California","ZCTA5 96128, California",752,82.4,80.5,2.0,11.3,6.3,0.0,6.3
0400000US06,06,California,8710000US0696129,0696129,"California - ZCTA5 96129, California","ZCTA5 96129, California",261,83.5,83.1,0.4,16.5,0.0,0.0,0.0
